"SampleID","Block","Time","Chamber","Frag","Pos","ARA.dwt","Cells.dwt","Nostoc","Nostoc.H","Stigonema","Stigonema.H","Other.cells","Cells","H.cells","ARA","ARA.m","Position","Nfix","ARA.g"
"41B-1.E","4","1","B","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"41B-2.O","4","1","B","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000765,63.75,"O",0.000255,NA
"41B-2.I","4","1","B","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010857,904.75,"I",0.003619,NA
"41B-2.S","4","1","B","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"41B-2.W","4","1","B","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"41B-3.O","4","1","B","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006805,567.083333333333,"O",0.00226833333333333,NA
"41B-3.I","4","1","B","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004106,342.166666666667,"I",0.00136866666666667,NA
"41B-3.N","4","1","B","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"41B-3.W","4","1","B","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"41B-4.O","4","1","B","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002352,196,"O",0.000784,NA
"41B-4.I","4","1","B","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006233,519.416666666667,"I",0.00207766666666667,NA
"41B-4.S","4","1","B","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"41B-4.E","4","1","B","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"41C-1.O","4","1","C","1","O",497.3,44.2,0,0,209,4,3,2664655.60583208,50276.5208647562,-0.000115785923753666,-9.64882697947214,"O",-3.85953079178886e-05,-2.32829124781150e-07
"41C-1.I","4","1","C","1","I",552.7,48.8,0,0,20,0,0,227686.703096539,0,0.00380375855327468,316.979879439557,"I",0.00126791951775823,6.88213959340453e-06
"41C-1.S","4","1","C","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"41C-1.E","4","1","C","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"41C-2.O","4","1","C","2","O",387.6,45.3,2,0,157,7,0,1949963.20824135,85847.4368408143,-0.000489,-40.75,"O",-0.000163,-1.26160990712074e-06
"41C-2.I","4","1","C","2","I",469.2,51.6,8,1,34,4,2,473729.543496985,53832.902670112,0.00278,231.666666666667,"I",0.000926666666666667,5.92497868712702e-06
"41C-2.N","4","1","C","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"41C-2.E","4","1","C","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"41C-3.O","4","1","C","3","O",419.8,32,35,1,6,0,0,117545.871559633,2866.97247706422,-0.000192,-16,"O",-6.4e-05,-4.57360647927585e-07
"41C-3.I","4","1","C","3","I",340,38.1,7,0,160,5,0,2435112.27763196,72907.5532225139,0.002002,166.833333333333,"I",0.000667333333333333,5.88823529411765e-06
"41C-3.N","4","1","C","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"41C-3.W","4","1","C","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"41C-4.O","4","1","C","4","O",444,45.9,30,1,76,7,1,1295085.93560881,96828.8549987896,-0.000261,-21.75,"O",-8.7e-05,-5.87837837837838e-07
"41C-4.I","4","1","C","4","I",478,34.2,0,0,100,5,0,1624431.44899285,81221.5724496426,0.001854,154.5,"I",0.000618,3.87866108786611e-06
"41C-4.S","4","1","C","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"41C-4.W","4","1","C","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"51A-1.O","5","1","A","1","O",501.8,21.6,0,0,0,0,0,0,0,0.001367,113.916666666667,"O",0.000455666666666667,2.72419290554006e-06
"51A-1.I","5","1","A","1","I",777.3,72,0,0,0,0,0,0,0,0.001943,161.916666666667,"I",0.000647666666666667,2.49967837385823e-06
"51A-1.S","5","1","A","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.90000000000000e-05,1.58333333333334,"S",6.33333333333334e-06,NA
"51A-1.W","5","1","A","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007627,635.583333333333,"W",0.00254233333333333,NA
"51A-2.O","5","1","A","2","O",773,55.8,0,0,0,0,1,896.05734767025,0,-2.99999999999999e-06,-0.249999999999999,"O",-9.99999999999997e-07,-3.8809831824062e-09
"51A-2.I","5","1","A","2","I",615.6,67.7,0,0,29,2,3,262596.422123749,16412.2763827343,0.000433,36.0833333333333,"I",0.000144333333333333,7.03378817413905e-07
"51A-2.S","5","1","A","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000645,53.75,"S",0.000215,NA
"51A-2.E","5","1","A","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000681,56.75,"E",0.000227,NA
"51A-3.O","5","1","A","3","O",952,55.4,0,0,0,0,0,0,0,0.001226,102.166666666667,"O",0.000408666666666667,1.28781512605042e-06
"51A-3.I","5","1","A","3","I",692.5,46.5,0,0,4,0,0,47789.725209080,0,0.000321,26.75,"I",0.000107,4.63537906137184e-07
"51A-3.N","5","1","A","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000677,56.4166666666667,"N",0.000225666666666667,NA
"51A-3.E","5","1","A","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006714,559.5,"E",0.002238,NA
"51A-4.O","5","1","A","4","O",739.6,45.5,39,3,0,0,0,476190.476190476,36630.0366300366,0.00113218083003953,94.3484025032938,"O",0.000377393610013175,1.53080155494798e-06
"51A-4.I","5","1","A","4","I",572.1,43.9,6,0,0,0,77,1050366.99569729,0,0.00438331818181818,365.276515151515,"I",0.00146110606060606,7.66180419824888e-06
"51A-4.N","5","1","A","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00141674950592885,118.062458827404,"N",0.000472249835309618,NA
"51A-4.W","5","1","A","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00477774950592885,398.145792160738,"W",0.00159258316864295,NA
"51B-1.O","5","1","B","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00014,-11.6666666666667,"O",-4.66666666666667e-05,NA
"51B-1.I","5","1","B","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000246,-20.5,"I",-8.2e-05,NA
"51B-1.N","5","1","B","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0013135,109.458333333333,"N",0.000437833333333333,NA
"51B-1.W","5","1","B","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0001005,-8.375,"W",-3.35e-05,NA
"51B-2.O","5","1","B","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.4e-05,-7,"O",-2.8e-05,NA
"51B-2.I","5","1","B","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000273,22.75,"I",9.1e-05,NA
"51B-2.N","5","1","B","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.3e-05,-5.25,"N",-2.1e-05,NA
"51B-2.E","5","1","B","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00072,60,"E",0.00024,NA
"51B-3.O","5","1","B","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001691,140.916666666667,"O",0.000563666666666667,NA
"51B-3.I","5","1","B","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000283,23.5833333333333,"I",9.43333333333333e-05,NA
"51B-3.S","5","1","B","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00042,35,"S",0.00014,NA
"51B-3.E","5","1","B","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000352,-29.3333333333333,"E",-0.000117333333333333,NA
"51B-4.O","5","1","B","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000946,78.8333333333333,"O",0.000315333333333333,NA
"51B-4.I","5","1","B","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001718,143.166666666667,"I",0.000572666666666667,NA
"51B-4.S","5","1","B","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007072,589.333333333333,"S",0.00235733333333333,NA
"51B-4.W","5","1","B","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003423,285.25,"W",0.001141,NA
"51C-1.O","5","1","C","1","O",764.4,62.4,11,0,0,0,0,97934.472934473,0,-0.000138153543307087,-11.5127952755906,"O",-4.60511811023622e-05,-1.80734619710998e-07
"51C-1.I","5","1","C","1","I",699.5,35,0,0,0,0,0,0,0,-1.91574803149606e-05,-1.59645669291339,"I",-6.38582677165354e-06,-2.73873914438322e-08
"51C-1.S","5","1","C","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000462844488188976,38.5703740157480,"S",0.000154281496062992,NA
"51C-1.E","5","1","C","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000152155511811024,-12.6796259842520,"E",-5.07185039370079e-05,NA
"51C-2.O","5","1","C","2","O",487.4,54.4,70,0,29,3,0,166958.985429034,5059.36319481921,-0.000133,-11.0833333333333,"O",-4.43333333333333e-05,-2.72876487484612e-07
"51C-2.I","5","1","C","2","I",553.5,32.2,98,6,0,0,1,153726.708074534,9316.7701863354,7.4e-05,6.16666666666667,"I",2.46666666666667e-05,1.33694670280036e-07
"51C-2.N","5","1","C","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0001785,14.875,"N",5.95e-05,NA
"51C-2.E","5","1","C","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0003695,30.7916666666667,"E",0.000123166666666667,NA
"51C-3.O","5","1","C","3","O",687,72,51,4,0,0,0,393518.518518519,30864.1975308642,-0.00012,-10,"O",-4e-05,-1.74672489082969e-07
"51C-3.I","5","1","C","3","I",905.2,58,0,0,0,0,2,1724.13793103448,0,0.000295774827925270,24.6479023271059,"I",9.85916093084235e-05,3.26750804159601e-07
"51C-3.S","5","1","C","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000184182890855457,-15.3485742379548,"S",-6.13942969518191e-05,NA
"51C-3.W","5","1","C","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000174182890855457,-14.5152409046214,"W",-5.80609636184858e-05,NA
"51C-4.O","5","1","C","4","O",660.7,62.3,19,2,13,1,1,48595.8737685364,4417.80670623058,-0.000131,-10.9166666666667,"O",-4.36666666666667e-05,-1.98274557287725e-07
"51C-4.I","5","1","C","4","I",516.8,70.4,27,1,378,10,0,527783.569641368,14334.8623853211,0.002858,238.166666666667,"I",0.000952666666666667,5.53018575851393e-06
"51C-4.N","5","1","C","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0075225,626.875,"N",0.0025075,NA
"51C-4.W","5","1","C","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.05000000000001e-05,5.87500000000001,"W",2.35000000000000e-05,NA
"61A-1.O","6","1","A","1","O",435.4,32,30,2,11,0,2,67187.5,3125,-0.000110016488845781,-9.1680407371484,"O",-3.66721629485936e-05,-2.52679119994903e-07
"61A-1.I","6","1","A","1","I",410.2,26.4,0,0,18,2,0,378787.878787879,42087.5420875421,-2.40164888457808e-05,-2.00137407048173,"I",-8.00549628192692e-06,-5.8548241944858e-08
"61A-1.S","6","1","A","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"61A-1.W","6","1","A","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"61A-2.O","6","1","A","2","O",470.6,52.3,0,0,130,7,0,1380922.03101763,74357.3401317187,0.00635398351115422,529.498625929518,"O",0.00211799450371807,1.35018774142674e-05
"61A-2.I","6","1","A","2","I",481.1,45.8,0,0,106,5,0,1285783.60019408,60650.1698204755,0.00769998351115422,641.665292596185,"I",0.00256666117038474,1.60049542946461e-05
"61A-2.S","6","1","A","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"61A-2.E","6","1","A","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"61A-3.O","6","1","A","3","O",615.5,47.5,0,0,3,0,0,35087.7192982456,0,0.00151183220174588,125.986016812156,"O",0.000503944067248626,2.45626677781621e-06
"61A-3.I","6","1","A","3","I",452.8,57.5,0,0,9,0,1,8695.65217391304,0,0.00130683220174588,108.902683478823,"I",0.000435610733915293,2.8861135197568e-06
"61A-3.N","6","1","A","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"61A-3.W","6","1","A","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"61A-4.O","6","1","A","4","O",606.6,49.9,0,0,199,10,0,2215542.19550212,111333.778668448,0.00403075654704171,335.896378920142,"O",0.00134358551568057,6.64483440000281e-06
"61A-4.I","6","1","A","4","I",487,48.4,0,0,30,0,0,30991.7355371901,0,-0.000182243452958293,-15.1869544131911,"I",-6.07478176527644e-05,-3.74216535848651e-07
"61A-4.N","6","1","A","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"61A-4.E","6","1","A","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"61B-1.O","6","1","B","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.99999999999999e-06,0.333333333333332,"O",1.33333333333333e-06,NA
"61B-1.I","6","1","B","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003498,291.5,"I",0.001166,NA
"61B-1.N","6","1","B","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"61B-1.E","6","1","B","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"61B-2.O","6","1","B","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000962,80.1666666666667,"O",0.000320666666666667,NA
"61B-2.I","6","1","B","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.50000000000000e-05,1.25,"I",4.99999999999999e-06,NA
"61B-2.S","6","1","B","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"61B-2.E","6","1","B","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"61B-3.O","6","1","B","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00038,31.6666666666667,"O",0.000126666666666667,NA
"61B-3.I","6","1","B","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002247,187.25,"I",0.000749,NA
"61B-3.N","6","1","B","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"61B-3.W","6","1","B","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"61B-4.O","6","1","B","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00097307565470417,81.0896378920142,"O",0.000324358551568057,NA
"61B-4.I","6","1","B","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00204907565470417,170.756304558681,"I",0.000683025218234724,NA
"61B-4.S","6","1","B","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"61B-4.W","6","1","B","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"61C-1.O","6","1","C","1","O",383,51.7,0,0,0,0,0,0,0,-0.000200621726479146,-16.7184772065955,"O",-6.68739088263821e-05,-5.23816518222314e-07
"61C-1.I","6","1","C","1","I",618.9,4.8,41,3,0,0,1,802752.293577982,57339.4495412844,0.00494937827352085,412.448189460071,"I",0.00164979275784028,7.9970565091628e-06
"61C-1.S","6","1","C","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"61C-1.W","6","1","C","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"61C-2.O","6","1","C","2","O",380.4,33.7,0,0,72,6,0,196009.038194539,16334.0865162116,-9.36217264791464e-05,-7.80181053992887,"O",-3.12072421597155e-05,-2.46113897158639e-07
"61C-2.I","6","1","C","2","I",434.2,28.8,4,0,0,0,0,77160.4938271605,0,0.000498378273520854,41.5315227934045,"I",0.000166126091173618,1.14780809194116e-06
"61C-2.N","6","1","C","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"61C-2.W","6","1","C","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"61C-3.O","6","1","C","3","O",332.8,50.3,0,0,61,5,1,684780.207643031,55224.2102937928,-0.000167621726479146,-13.9684772065955,"O",-5.58739088263821e-05,-5.03671053122435e-07
"61C-3.I","6","1","C","3","I",515.7,42,8,0,62,2,0,925925.925925926,26455.0264550265,0.0115143782735209,959.531522793405,"I",0.00383812609117362,2.23276677787878e-05
"61C-3.S","6","1","C","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"61C-3.E","6","1","C","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"61C-4.O","6","1","C","4","O",341.7,39.5,0,0,0,0,0,0,0,-0.000196621726479146,-16.3851438732622,"O",-6.55405754930488e-05,-5.75422085101394e-07
"61C-4.I","6","1","C","4","I",501.3,46,0,0,0,0,0,0,0,-1.62172647914647e-06,-0.135143873262206,"I",-5.40575493048823e-07,-3.23504184948428e-09
"61C-4.N","6","1","C","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"61C-4.E","6","1","C","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"71A-1.O","7","1","A","1","O",382.5,33.5,12,2,11,2,0,34328.3582089552,5970.14925373134,0.000712635826771653,59.3863188976378,"O",0.000237545275590551,1.86310020071021e-06
"71A-1.I","7","1","A","1","I",581.5,49.6,0,0,77,4,0,862455.197132616,44802.8673835125,0.00556863582677165,464.052985564304,"I",0.00185621194225722,9.57632988266836e-06
"71A-1.S","7","1","A","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000122864173228346,-10.2386811023622,"S",-4.09547244094488e-05,NA
"71A-1.E","7","1","A","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000220864173228346,-18.4053477690289,"E",-7.36213910761155e-05,NA
"71A-2.O","7","1","A","2","O",463.1,49,17,5,16,0,7,74892.3422580041,9361.54278225052,0.00146554613681102,122.128844734252,"O",0.000488515378937008,3.16464292120713e-06
"71A-2.I","7","1","A","2","I",441.2,28.5,51,5,4,0,0,1072124.75633528,97465.8869395712,0.00108054613681102,90.0455114009186,"I",0.000360182045603674,2.44910729104946e-06
"71A-2.N","7","1","A","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000621546136811024,51.7955114009186,"N",0.000207182045603675,NA
"71A-2.E","7","1","A","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000125546136811024,10.4621780675853,"E",4.18487122703412e-05,NA
"71A-3.O","7","1","A","3","O",429.3,37.9,0,0,10,2,0,13192.6121372032,2638.52242744063,-3.45634842519685e-05,-2.88029035433071,"O",-1.15211614173228e-05,-8.05112607779373e-08
"71A-3.I","7","1","A","3","I",417.2,23.3,0,0,0,0,0,0,0,-5.75634842519685e-05,-4.79695702099738,"I",-1.91878280839895e-05,-1.37975753240576e-07
"71A-3.S","7","1","A","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000311436515748031,25.9530429790026,"S",0.000103812171916010,NA
"71A-3.W","7","1","A","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00131843651574803,109.869709645669,"W",0.000439478838582677,NA
"71A-4.O","7","1","A","4","O",566.2,28.3,2,0,0,0,0,3533.56890459364,0,0.000393436515748031,32.7863763123360,"O",0.000131145505249344,6.94871981186915e-07
"71A-4.I","7","1","A","4","I",525.1,39.7,175,7,10,0,0,232997.481108312,8816.120906801,0.00118543651574803,98.786376312336,"I",0.000395145505249344,2.25754430727106e-06
"71A-4.N","7","1","A","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00171167088979059,142.639240815882,"N",0.000570556963263529,NA
"71A-4.W","7","1","A","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000710670889790588,59.2225741492157,"W",0.000236890296596863,NA
"71B-1.O","7","1","B","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"71B-1.I","7","1","B","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"71B-1.S","7","1","B","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"71B-1.E","7","1","B","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"71B-2.O","7","1","B","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"71B-2.I","7","1","B","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"71B-2.N","7","1","B","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"71B-2.W","7","1","B","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"71B-3.O","7","1","B","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"71B-3.I","7","1","B","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"71B-3.S","7","1","B","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"71B-3.W","7","1","B","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"71B-4.O","7","1","B","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"71B-4.I","7","1","B","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"71B-4.N","7","1","B","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"71B-4.E","7","1","B","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"71C-1.O","7","1","C","1","O",498.8,40.2,36,4,12,1,0,663349.91708126,69098.9496959646,0.000103385826771654,8.61548556430446,"O",3.44619422572179e-05,2.07269099381824e-07
"71C-1.I","7","1","C","1","I",506.2,36,0,0,0,0,1,1388.88888888889,0,-7.26141732283464e-05,-6.0511811023622,"I",-2.42047244094488e-05,-1.43449571766785e-07
"71C-1.S","7","1","C","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"71C-1.W","7","1","C","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"71C-2.O","7","1","C","2","O",277.2,32.5,76,4,0,0,1,118461.538461538,6153.84615384615,-0.000222358690637303,-18.5298908864419,"O",-7.41195635457677e-05,-8.0215977863385e-07
"71C-2.I","7","1","C","2","I",554.2,62,12,0,79,2,0,815412.186379928,17921.146953405,0.000754821973425197,62.9018311187664,"I",0.000251607324475066,1.36200283909274e-06
"71C-2.N","7","1","C","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"71C-2.E","7","1","C","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"71C-3.O","7","1","C","3","O",289.2,49.3,44,3,22,4,1,124681.318272326,13026.4063866610,-0.000164076771653543,-13.6730643044619,"O",-5.46922572178478e-05,-5.67347066575184e-07
"71C-3.I","7","1","C","3","I",367.8,44.6,20,2,176,5,0,2441454.90782262,87194.8181365222,0.00566292322834646,471.910269028871,"I",0.00188764107611549,1.53967461347103e-05
"71C-3.S","7","1","C","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"71C-3.E","7","1","C","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"71C-4.O","7","1","C","4","O",276.3,31.6,0,0,0,0,0,0,0,-0.000157779527559055,-13.1482939632546,"O",-5.25931758530184e-05,-5.71044254647322e-07
"71C-4.I","7","1","C","4","I",656.5,63.6,0,0,608,39,0,5310971.3487072,340670.859538784,0.00206965551181102,172.471292650919,"I",0.000689885170603675,3.1525598047388e-06
"71C-4.N","7","1","C","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"71C-4.W","7","1","C","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"81A-1.O","8","1","A","1","O",500.7,48.4,0,0,59,4,0,60950.4132231405,4132.23140495868,-9.02997987927565e-05,-7.52498323272971,"O",-3.00999329309188e-05,-1.80347111629232e-07
"81A-1.I","8","1","A","1","I",490.8,61.9,119,7,35,0,0,124394.184168013,5654.28109854604,0.000119700201207243,9.97501676727029,"I",3.99000670690811e-05,2.43887940520056e-07
"81A-1.S","8","1","A","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00118720020120724,98.9333501006036,"S",0.000395733400402415,NA
"81A-1.W","8","1","A","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72002012072435e-05,1.43335010060362,"W",5.73340040241448e-06,NA
"81A-2.O","8","1","A","2","O",481,36,0,0,32,2,1,45833.3333333333,2777.77777777778,-0.000147927247679401,-12.3272706399501,"O",-4.93090825598004e-05,-3.0754105546653e-07
"81A-2.I","8","1","A","2","I",522.8,36.8,0,0,85,6,0,211906.661348225,14958.1172716394,1.31524960574256e-05,1.0960413381188,"I",4.3841653524752e-06,2.51577965903321e-08
"81A-2.N","8","1","A","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.41126241890123e-05,7.84271868241769,"N",3.13708747296707e-05,NA
"81A-2.E","8","1","A","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.51126241890123e-05,7.09271868241769,"E",2.83708747296708e-05,NA
"81A-3.O","8","1","A","3","O",577,58.4,0,0,431,27,0,4100076.10350076,256849.315068493,0.000355511572934108,29.6259644111757,"O",0.000118503857644703,6.16137908031383e-07
"81A-3.I","8","1","A","3","I",485.7,47.7,0,0,70,5,0,815280.689494526,58234.3349638947,-8.32736418511066e-05,-6.93947015425889,"I",-2.77578806170355e-05,-1.71450775892746e-07
"81A-3.S","8","1","A","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000224881034458499,-18.7400862048749,"S",-7.49603448194997e-05,NA
"81A-3.E","8","1","A","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000114606604564252,-9.55055038035436,"E",-3.82022015214174e-05,NA
"81A-4.O","8","1","A","4","O",553.8,39.3,0,0,121,5,0,1710489.11506927,70681.3683912921,-8.920523138833e-05,-7.43376928236083,"O",-2.97350771294433e-05,-1.61078424319845e-07
